date_time,city,state,dew_point_c,feels_like_c,head_index_c,wind_chill,wind_gust_mph,cloud_cover,humidity,precipitation_mm,pressure,temperature_c,visibility,wind_dir_deg,wind_speed_mph
2018-12-11 00:00:00,Albany,NY,-10,-5,-5,-5,1.24274,9,67,0.0,1023,-5,10,309,0.62137
2018-12-11 03:00:00,Albany,NY,-11,-6,-6,-6,2.48548,18,68,0.0,1023,-6,10,173,1.24274
2018-12-11 06:00:00,Albany,NY,-12,-7,-7,-7,1.24274,14,68,0.0,1023,-8,10,168,0.62137
2018-12-11 09:00:00,Albany,NY,-11,-3,-3,-3,1.86411,8,55,0.0,1021,-4,10,207,1.86411
2018-12-11 12:00:00,Albany,NY,-10,-2,-1,-2,2.48548,3,50,0.0,1017,-2,10,189,1.86411
2018-12-11 15:00:00,Albany,NY,-9,-2,-2,-2,0.62137,3,58,0.0,1016,-3,10,79,0.62137
2018-12-11 18:00:00,Albany,NY,-10,-4,-4,-4,1.24274,94,62,0.0,1016,-4,10,354,0.62137
2018-12-11 21:00:00,Albany,NY,-8,-4,-4,-4,1.86411,66,70,0.0,1016,-4,10,220,1.24274
2018-12-12 00:00:00,Albany,NY,-6,-6,-4,-6,4.34959,81,83,0.0,1015,-4,10,294,2.48548
2018-12-12 03:00:00,Albany,NY,-6,-7,-3,-7,7.45644,63,83,0.1,1016,-3,7,299,4.97096
2018-12-12 06:00:00,Albany,NY,-7,-7,-4,-7,8.07781,49,82,0.0,1018,-4,10,296,4.97096
2018-12-12 09:00:00,Albany,NY,-8,-6,-2,-6,10.56329,77,62,0.0,1020,-2,10,331,8.07781
2018-12-12 12:00:00,Albany,NY,-8,-3,0,-3,6.83507,28,55,0.0,1020,0,10,331,5.59233
2018-12-12 15:00:00,Albany,NY,-8,-4,-2,-4,4.97096,6,64,0.0,1022,-2,10,11,3.10685
2018-12-12 18:00:00,Albany,NY,-11,-8,-4,-8,8.07781,86,59,0.0,1025,-4,10,44,5.59233
2018-12-12 21:00:00,Albany,NY,-13,-8,-5,-8,5.59233,73,52,0.0,1026,-5,10,40,3.72822
2018-12-13 00:00:00,Albany,NY,-17,-7,-6,-7,2.48548,16,42,0.0,1028,-6,10,60,1.86411
2018-12-13 03:00:00,Albany,NY,-17,-8,-5,-8,4.97096,62,41,0.0,1029,-5,10,101,3.10685
2018-12-13 06:00:00,Albany,NY,-18,-10,-7,-10,4.97096,49,42,0.0,1031,-7,10,131,3.72822
2018-12-13 09:00:00,Albany,NY,-14,-7,-4,-7,5.59233,62,46,0.1,1031,-4,10,129,4.34959
2018-12-13 12:00:00,Albany,NY,-9,-7,-4,-7,5.59233,100,70,0.0,1032,-4,10,148,4.34959
2018-12-13 15:00:00,Albany,NY,-7,-6,-3,-6,6.83507,92,75,0.2,1032,-3,5,141,4.97096
2018-12-13 18:00:00,Albany,NY,-7,-6,-4,-6,4.34959,82,82,0.0,1034,-4,10,120,2.48548
2018-12-13 21:00:00,Albany,NY,-6,-5,-3,-5,3.72822,88,82,0.0,1034,-3,10,134,2.48548
2018-12-14 00:00:00,Albany,NY,-5,-6,-3,-6,7.45644,95,85,0.0,1033,-3,10,154,4.34959
2018-12-14 03:00:00,Albany,NY,-4,-4,-3,-4,5.59233,75,90,0.0,1032,-3,10,146,3.10685
2018-12-14 06:00:00,Albany,NY,-3,-6,-2,-6,9.94192,60,94,0.0,1032,-2,10,161,4.97096
2018-12-14 09:00:00,Albany,NY,0,-1,2,-1,11.80603,76,85,0.0,1031,2,10,173,8.07781
2018-12-14 12:00:00,Albany,NY,1,0,4,0,15.53425,100,83,0.0,1028,4,10,179,9.94192
2018-12-14 15:00:00,Albany,NY,2,0,3,0,13.04877,71,91,0.0,1026,3,10,167,7.45644
2018-12-14 18:00:00,Albany,NY,2,0,3,0,14.91288,57,94,0.0,1025,3,10,175,7.45644
2018-12-14 21:00:00,Albany,NY,2,1,3,1,11.18466,56,95,0.0,1024,3,2,190,5.59233
2018-12-15 00:00:00,Albany,NY,2,1,3,1,11.18466,37,93,0.0,1022,3,10,189,5.59233
2018-12-15 03:00:00,Albany,NY,1,1,2,1,6.83507,18,92,0.0,1022,2,10,204,3.10685
2018-12-15 06:00:00,Albany,NY,1,3,3,3,3.10685,37,93,0.0,1023,2,10,141,1.24274
2018-12-15 09:00:00,Albany,NY,3,5,5,5,1.86411,22,89,0.0,1023,5,10,310,1.24274
2018-12-15 12:00:00,Albany,NY,3,6,6,6,3.10685,100,85,0.0,1022,6,10,340,1.86411
2018-12-15 15:00:00,Albany,NY,2,1,3,1,7.45644,12,92,0.0,1023,3,10,3,3.72822
2018-12-15 18:00:00,Albany,NY,1,0,2,0,9.94192,12,92,0.0,1023,2,10,21,4.97096
2018-12-15 21:00:00,Albany,NY,-1,-2,0,-2,8.07781,3,93,0.0,1024,0,10,24,3.72822
2018-12-16 00:00:00,Albany,NY,-2,-3,-1,-3,8.07781,3,91,0.0,1023,-1,10,36,3.72822
2018-12-16 03:00:00,Albany,NY,-3,-4,-2,-4,7.45644,11,90,0.0,1022,-2,10,43,3.72822
2018-12-16 06:00:00,Albany,NY,-3,-2,-1,-2,4.34959,87,85,0.0,1022,-1,10,24,2.48548
2018-12-16 09:00:00,Albany,NY,-2,-2,0,-2,5.59233,95,85,0.9,1020,0,9,36,3.72822
2018-12-16 12:00:00,Albany,NY,-1,-2,1,-2,5.59233,100,90,0.0,1017,0,10,11,3.72822
2018-12-16 15:00:00,Albany,NY,0,-2,0,-2,6.83507,100,94,3.4,1015,0,6,10,4.34959
2018-12-16 18:00:00,Albany,NY,-1,-4,0,-4,11.18466,100,95,0.0,1014,0,2,4,7.45644
2018-12-16 21:00:00,Albany,NY,0,-2,0,-2,6.83507,100,97,7.8,1012,0,6,14,4.34959
2018-12-17 00:00:00,Albany,NY,-1,-2,0,-2,7.45644,100,95,0.0,1010,0,2,349,4.97096
2018-12-17 03:00:00,Albany,NY,-1,0,0,0,3.10685,100,96,0.5,1009,0,9,317,1.86411
2018-12-17 06:00:00,Albany,NY,-2,-3,-2,-3,4.34959,86,95,0.0,1008,-2,2,249,2.48548
2018-12-17 09:00:00,Albany,NY,1,-1,1,-1,7.45644,56,95,0.0,1005,1,2,278,5.59233
2018-12-17 12:00:00,Albany,NY,1,-2,2,-2,13.67014,80,90,0.0,1004,2,10,269,9.32055
2018-12-17 15:00:00,Albany,NY,-2,-4,1,-4,17.39836,85,80,0.2,1004,1,7,295,11.18466
2018-12-17 18:00:00,Albany,NY,-3,-4,-1,-4,10.56329,71,86,0.0,1006,-1,10,292,5.59233
2018-12-17 21:00:00,Albany,NY,-6,-8,-2,-8,20.50521,100,75,0.1,1007,-2,5,309,13.67014
2018-12-18 00:00:00,Albany,NY,-9,-12,-5,-12,18.01973,100,74,0.0,1010,-5,10,313,12.4274
2018-12-18 03:00:00,Albany,NY,-11,-14,-7,-14,21.74795,95,69,0.1,1013,-7,10,315,14.29151
2018-12-18 06:00:00,Albany,NY,-12,-16,-9,-16,17.39836,54,73,0.0,1016,-9,10,316,11.18466
2018-12-18 09:00:00,Albany,NY,-12,-15,-7,-15,19.26247,5,65,0.0,1018,-7,10,321,14.91288
2018-12-18 12:00:00,Albany,NY,-11,-11,-5,-11,13.67014,3,64,0.0,1018,-5,10,311,11.18466
2018-12-18 15:00:00,Albany,NY,-10,-12,-6,-12,14.29151,2,71,0.0,1020,-6,10,304,9.32055
2018-12-18 18:00:00,Albany,NY,-11,-13,-8,-13,11.18466,16,76,0.0,1022,-7,10,305,6.83507
2018-12-18 21:00:00,Albany,NY,-12,-13,-8,-13,9.94192,3,77,0.0,1022,-8,10,291,5.59233
2018-12-19 00:00:00,Albany,NY,-11,-11,-9,-11,4.97096,6,84,0.0,1021,-9,10,315,3.10685
2018-12-19 03:00:00,Albany,NY,-10,-10,-9,-10,3.72822,6,86,0.0,1021,-9,10,277,1.86411
2018-12-19 06:00:00,Albany,NY,-10,-8,-8,-8,3.10685,8,89,0.0,1022,-9,10,154,1.86411
2018-12-19 09:00:00,Albany,NY,-8,-4,-4,-4,1.86411,32,73,0.0,1020,-4,10,206,1.86411
2018-12-19 12:00:00,Albany,NY,-6,-1,0,-1,3.10685,92,61,0.0,1018,0,10,176,2.48548
2018-12-19 15:00:00,Albany,NY,-6,-3,-2,-3,6.2137,6,72,0.0,1018,-2,10,143,3.10685
2018-12-19 18:00:00,Albany,NY,-7,-5,-2,-5,9.32055,6,68,0.0,1019,-2,10,165,4.34959
2018-12-19 21:00:00,Albany,NY,-7,-4,-3,-4,4.97096,10,71,0.0,1019,-3,10,158,2.48548
2018-12-20 00:00:00,Albany,NY,-7,-4,-2,-4,5.59233,4,73,0.0,1019,-3,10,159,2.48548
2018-12-20 03:00:00,Albany,NY,-6,-3,-2,-3,4.34959,3,75,0.0,1019,-3,10,155,1.86411
2018-12-20 06:00:00,Albany,NY,-7,-6,-3,-6,6.83507,5,76,0.0,1019,-3,10,150,3.10685
2018-12-20 09:00:00,Albany,NY,-3,1,2,1,3.10685,1,70,0.0,1019,1,10,154,2.48548
2018-12-20 12:00:00,Albany,NY,0,3,5,3,5.59233,3,72,0.0,1017,5,10,143,3.72822
2018-12-20 15:00:00,Albany,NY,0,1,2,1,6.83507,47,83,0.0,1017,2,10,128,3.10685
2018-12-20 18:00:00,Albany,NY,0,0,3,0,10.56329,100,84,0.0,1016,2,10,150,4.97096
2018-12-20 21:00:00,Albany,NY,2,1,2,1,7.45644,100,95,3.9,1014,2,7,106,3.72822
2018-12-21 00:00:00,Albany,NY,2,2,3,2,7.45644,100,95,0.0,1010,3,2,86,3.72822
2018-12-21 03:00:00,Albany,NY,6,4,7,4,19.88384,100,94,0.9,1005,7,9,117,9.94192
2018-12-21 06:00:00,Albany,NY,8,7,10,7,18.6411,100,92,6.8,1000,9,7,128,8.69918
2018-12-21 09:00:00,Albany,NY,11,13,13,13,21.74795,100,85,5.7,998,13,7,141,10.56329
2018-12-21 12:00:00,Albany,NY,10,9,10,9,12.4274,100,98,0.0,995,10,0,118,5.59233
2018-12-21 15:00:00,Albany,NY,9,9,10,9,8.69918,55,97,1.7,993,10,9,134,4.34959
2018-12-21 18:00:00,Albany,NY,10,9,11,9,16.77699,68,96,0.0,991,10,10,141,8.07781
2018-12-21 21:00:00,Albany,NY,11,10,12,10,15.53425,84,94,0.3,990,12,10,149,8.07781
2018-12-22 00:00:00,Albany,NY,10,9,11,9,15.53425,100,95,0.0,988,11,10,164,8.69918
2018-12-22 03:00:00,Albany,NY,9,8,9,8,7.45644,78,96,3.9,989,9,7,196,4.34959
2018-12-22 06:00:00,Albany,NY,-2,-3,2,-3,16.15562,95,75,0.0,992,2,10,291,12.4274
2018-12-22 09:00:00,Albany,NY,-3,-4,1,-4,17.39836,94,73,0.6,997,1,2,289,13.04877
2018-12-22 12:00:00,Albany,NY,-4,-4,1,-4,15.53425,100,68,0.0,1000,1,10,287,13.67014
2018-12-22 15:00:00,Albany,NY,-5,-6,0,-6,20.50521,93,70,0.0,1005,0,10,289,14.91288
2018-12-22 18:00:00,Albany,NY,-4,-5,0,-5,15.53425,100,72,0.0,1010,0,10,297,11.18466
2018-12-22 21:00:00,Albany,NY,-6,-6,0,-6,18.6411,17,67,0.0,1012,0,10,292,13.04877
2018-12-23 00:00:00,Albany,NY,-6,-6,-1,-6,12.4274,28,68,0.0,1015,-1,10,303,8.07781
2018-12-23 03:00:00,Albany,NY,-7,-7,-2,-7,14.91288,7,66,0.0,1018,-2,10,304,9.94192
2018-12-23 06:00:00,Albany,NY,-8,-7,-3,-7,10.56329,14,67,0.0,1020,-3,10,311,7.45644
2018-12-23 09:00:00,Albany,NY,-8,-5,-1,-5,10.56329,4,57,0.0,1020,-1,10,290,8.69918
2018-12-23 12:00:00,Albany,NY,-8,-3,1,-3,8.07781,2,53,0.0,1020,1,10,301,7.45644
2018-12-23 15:00:00,Albany,NY,-6,-1,0,-1,3.10685,0,62,0.0,1020,-1,10,296,2.48548
2018-12-23 18:00:00,Albany,NY,-6,-2,-2,-2,1.86411,12,74,0.0,1020,-3,10,88,1.24274
2018-12-23 21:00:00,Albany,NY,-6,-2,-2,-2,2.48548,100,73,0.0,1020,-2,10,136,1.86411
2018-12-24 00:00:00,Albany,NY,-6,-4,-2,-4,4.97096,100,73,0.0,1019,-2,10,151,3.10685
2018-12-24 03:00:00,Albany,NY,-5,-4,-2,-4,3.72822,100,80,0.3,1018,-2,2,138,2.48548
2018-12-24 06:00:00,Albany,NY,-4,-3,-2,-3,3.72822,100,85,0.0,1017,-2,10,177,2.48548
2018-12-24 09:00:00,Albany,NY,-3,-2,0,-2,4.34959,100,83,0.6,1017,0,2,224,3.10685
2018-12-24 12:00:00,Albany,NY,-4,-1,2,-1,8.07781,83,65,0.0,1015,2,10,269,6.2137
2018-12-24 15:00:00,Albany,NY,-4,-2,1,-2,9.32055,36,69,0.0,1016,1,10,270,5.59233
2018-12-24 18:00:00,Albany,NY,-4,-4,-1,-4,8.69918,74,81,0.0,1017,-1,10,272,4.97096
2018-12-24 21:00:00,Albany,NY,-4,-8,-5,-8,11.80603,91,73,0.0,1019,-8,9,280,4.34959
2018-12-25 00:00:00,Albany,NY,-3,-5,-1,-5,11.18466,75,84,0.0,1020,-1,10,305,6.83507
2018-12-25 03:00:00,Albany,NY,-6,-7,-3,-7,12.4274,31,75,0.0,1022,-2,10,303,8.07781
2018-12-25 06:00:00,Albany,NY,-8,-8,-4,-8,9.94192,5,69,0.0,1024,-4,10,304,6.2137
2018-12-25 09:00:00,Albany,NY,-12,-7,-2,-7,9.94192,3,47,0.0,1026,-2,10,307,8.07781
2018-12-25 12:00:00,Albany,NY,-14,-5,-1,-5,8.07781,14,35,0.0,1025,-1,10,306,7.45644
2018-12-25 15:00:00,Albany,NY,-13,-6,-2,-6,8.07781,2,43,0.0,1026,-2,10,301,5.59233
2018-12-25 18:00:00,Albany,NY,-10,-8,-4,-8,9.32055,6,63,0.0,1028,-4,10,293,5.59233
2018-12-25 21:00:00,Albany,NY,-10,-8,-5,-8,6.2137,23,65,0.0,1028,-5,10,290,3.72822
2018-12-26 00:00:00,Albany,NY,-12,-9,-5,-9,8.07781,17,61,0.0,1029,-5,10,287,4.97096
2018-12-26 03:00:00,Albany,NY,-12,-8,-6,-8,4.97096,32,61,0.0,1029,-6,10,280,3.10685
2018-12-26 06:00:00,Albany,NY,-12,-8,-6,-8,3.72822,25,64,0.0,1031,-6,10,213,2.48548
2018-12-26 09:00:00,Albany,NY,-9,-4,-3,-4,3.10685,60,60,0.0,1031,-3,10,248,2.48548
2018-12-26 12:00:00,Albany,NY,-6,-2,0,-2,4.97096,100,65,0.0,1030,0,10,258,3.72822
2018-12-26 15:00:00,Albany,NY,-5,-3,-1,-3,5.59233,63,74,0.0,1030,-1,10,271,3.72822
2018-12-26 18:00:00,Albany,NY,-5,-4,-3,-4,4.97096,100,85,0.0,1031,-3,10,198,2.48548
2018-12-26 21:00:00,Albany,NY,-4,-4,-2,-4,6.83507,83,83,0.0,1031,-2,10,252,3.72822
2018-12-27 00:00:00,Albany,NY,-4,-5,-1,-5,11.80603,36,83,0.0,1033,-1,10,316,6.83507
2018-12-27 03:00:00,Albany,NY,-7,-7,-4,-7,8.69918,5,78,0.0,1035,-4,10,329,4.97096
2018-12-27 06:00:00,Albany,NY,-9,-8,-5,-8,6.2137,5,79,0.0,1038,-5,10,2,3.72822
2018-12-27 09:00:00,Albany,NY,-11,-6,-4,-6,4.97096,8,58,0.0,1038,-4,10,23,3.72822
2018-12-27 12:00:00,Albany,NY,-12,-1,-1,-1,1.86411,47,43,0.0,1037,-1,10,29,1.86411
2018-12-27 15:00:00,Albany,NY,-12,-3,-2,-3,3.72822,85,48,0.0,1036,-2,10,69,2.48548
2018-12-27 18:00:00,Albany,NY,-12,-4,-3,-4,3.10685,99,51,0.0,1035,-3,10,74,1.86411
2018-12-27 21:00:00,Albany,NY,-11,-6,-2,-6,12.4274,45,49,0.0,1033,-2,10,138,7.45644
2018-12-28 00:00:00,Albany,NY,-8,-6,-1,-6,18.6411,88,59,0.0,1029,-1,10,156,11.80603
2018-12-28 03:00:00,Albany,NY,-1,-4,1,-4,19.26247,100,86,2.3,1026,1,9,156,12.4274
2018-12-28 06:00:00,Albany,NY,0,-3,2,-3,25.47617,100,88,0.0,1022,2,10,166,15.53425
2018-12-28 09:00:00,Albany,NY,5,3,6,3,18.01973,100,92,4.4,1018,6,7,174,9.94192
2018-12-28 12:00:00,Albany,NY,5,4,6,4,16.15562,100,94,0.0,1013,6,10,169,8.69918
2018-12-28 15:00:00,Albany,NY,6,5,7,5,11.80603,91,97,2.5,1011,7,9,175,5.59233
2018-12-28 18:00:00,Albany,NY,6,5,7,5,13.04877,68,96,0.0,1009,7,2,158,6.2137
2018-12-28 21:00:00,Albany,NY,6,5,6,5,9.94192,73,97,0.0,1009,6,2,195,4.97096
2018-12-29 00:00:00,Albany,NY,6,5,6,5,11.80603,50,97,0.0,1008,6,2,174,5.59233
2018-12-29 03:00:00,Albany,NY,5,4,7,4,11.80603,50,93,0.1,1010,6,10,247,6.2137
2018-12-29 06:00:00,Albany,NY,-1,1,2,1,6.83507,30,80,0.0,1013,2,10,296,3.72822
2018-12-29 09:00:00,Albany,NY,0,0,4,0,15.53425,59,73,0.0,1015,4,10,281,11.80603
2018-12-29 12:00:00,Albany,NY,-1,-1,3,-1,18.01973,100,72,0.0,1016,3,10,292,13.04877
2018-12-29 15:00:00,Albany,NY,-4,-4,1,-4,15.53425,74,70,0.0,1019,1,10,297,10.56329
2018-12-29 18:00:00,Albany,NY,-6,-6,-2,-6,13.67014,21,72,0.0,1022,-2,10,305,9.32055
2018-12-29 21:00:00,Albany,NY,-9,-9,-4,-9,12.4274,0,69,0.0,1023,-4,10,304,8.07781
2018-12-30 00:00:00,Albany,NY,-10,-8,-5,-8,5.59233,32,67,0.0,1023,-5,10,336,3.72822
2018-12-30 03:00:00,Albany,NY,-11,-6,-4,-6,3.10685,45,60,0.0,1023,-4,10,324,2.48548
2018-12-30 06:00:00,Albany,NY,-10,-5,-5,-5,0.62137,81,65,0.0,1024,-5,10,49,0.62137
2018-12-30 09:00:00,Albany,NY,-9,-4,-3,-4,3.10685,100,64,0.0,1023,-3,10,170,2.48548
2018-12-30 12:00:00,Albany,NY,-7,-3,-1,-3,4.34959,100,66,0.0,1022,-1,10,157,3.72822
2018-12-30 15:00:00,Albany,NY,-6,-4,-1,-4,6.2137,86,72,0.0,1022,-1,10,150,4.34959
2018-12-30 18:00:00,Albany,NY,-5,-5,-2,-5,6.83507,100,83,0.0,1024,-2,10,166,4.34959
2018-12-30 21:00:00,Albany,NY,-4,-4,-2,-4,7.45644,46,86,0.0,1024,-2,10,167,4.34959
2018-12-31 00:00:00,Albany,NY,-3,-5,-2,-5,7.45644,5,91,0.0,1025,-2,10,171,3.72822
2018-12-31 03:00:00,Albany,NY,-4,-5,-2,-5,7.45644,6,90,0.0,1026,-2,10,154,3.72822
2018-12-31 06:00:00,Albany,NY,-4,-6,-2,-6,10.56329,27,87,0.0,1027,-2,10,158,5.59233
2018-12-31 09:00:00,Albany,NY,-3,-2,1,-2,8.69918,83,77,0.0,1027,1,10,164,6.2137
2018-12-31 12:00:00,Albany,NY,-1,0,3,0,11.80603,58,72,0.0,1024,3,10,174,8.69918
2018-12-31 15:00:00,Albany,NY,0,-1,2,-1,12.4274,80,84,0.0,1023,2,10,154,8.07781
2018-12-31 18:00:00,Albany,NY,0,-2,2,-2,14.91288,100,90,2.3,1020,2,9,148,9.32055
2018-12-31 21:00:00,Albany,NY,2,-6,-2,-6,23.61206,100,81,3.9,1015,-6,8,152,11.80603
2019-01-01 00:00:00,Albany,NY,4,-4,-1,-4,27.34028,100,82,12.6,1008,-4,5,156,12.4274
2019-01-01 03:00:00,Albany,NY,5,5,8,5,26.09754,89,86,13.1,1002,7,5,167,11.18466
2019-01-01 06:00:00,Albany,NY,5,5,7,5,23.61206,74,89,0.3,1000,7,4,201,7.45644
2019-01-01 09:00:00,Albany,NY,5,5,7,5,20.50521,66,87,0.3,1003,6,5,261,7.45644
2019-01-01 12:00:00,Albany,NY,3,3,5,3,22.36932,40,83,0.0,1007,5,10,294,8.07781
2019-01-01 15:00:00,Albany,NY,2,3,6,3,16.77699,81,75,0.0,1008,5,10,302,9.32055
2019-01-01 18:00:00,Albany,NY,2,3,6,3,16.15562,74,80,0.0,1007,5,10,305,4.97096
2019-01-01 21:00:00,Albany,NY,0,1,4,1,14.29151,16,76,0.0,1011,4,10,311,6.2137
2019-01-02 00:00:00,Albany,NY,-4,-2,1,-2,10.56329,2,70,0.0,1016,1,10,303,7.45644
2019-01-02 03:00:00,Albany,NY,-10,-7,-3,-7,8.07781,15,62,0.0,1023,-4,10,304,7.45644
2019-01-02 06:00:00,Albany,NY,-12,-8,-6,-8,6.2137,27,64,0.0,1027,-7,10,308,4.97096
2019-01-02 09:00:00,Albany,NY,-12,-6,-4,-6,4.34959,5,59,0.0,1028,-5,10,319,4.34959
2019-01-02 12:00:00,Albany,NY,-12,-6,-2,-6,3.10685,3,44,0.0,1025,-3,10,226,6.2137
2019-01-02 15:00:00,Albany,NY,-11,-4,0,-4,2.48548,6,44,0.0,1022,-1,10,48,8.07781
2019-01-02 18:00:00,Albany,NY,-12,-5,-1,-5,5.59233,19,46,0.0,1024,-2,10,114,7.45644
2019-01-02 21:00:00,Albany,NY,-12,-5,-2,-5,8.69918,64,49,0.0,1024,-3,10,136,4.97096
2019-01-03 00:00:00,Albany,NY,-12,-6,-3,-6,14.29151,83,51,0.0,1024,-4,10,158,3.10685
2019-01-03 03:00:00,Albany,NY,-10,-6,-3,-6,18.6411,64,58,0.1,1021,-4,7,165,4.34959
2019-01-03 06:00:00,Albany,NY,-9,-6,-3,-6,15.53425,87,64,0.2,1018,-4,5,172,5.59233
2019-01-03 09:00:00,Albany,NY,-9,-5,-2,-5,9.32055,96,58,0.1,1019,-3,7,212,4.97096
2019-01-03 12:00:00,Albany,NY,-8,-2,1,-2,13.04877,63,51,0.2,1017,0,5,288,5.59233
2019-01-03 15:00:00,Albany,NY,-7,-1,1,-1,12.4274,34,54,0.0,1016,1,10,291,5.59233
2019-01-03 18:00:00,Albany,NY,-6,-6,-2,-6,11.80603,54,63,0.0,1016,-4,10,280,5.59233
2019-01-03 21:00:00,Albany,NY,-3,-8,-4,-8,11.80603,34,73,0.0,1016,-8,10,270,3.72822
2019-01-04 00:00:00,Albany,NY,-3,-8,-4,-8,6.83507,54,75,0.0,1016,-7,10,233,3.72822
2019-01-04 03:00:00,Albany,NY,-3,-2,1,-2,8.07781,24,74,0.0,1012,0,10,190,4.97096
2019-01-04 06:00:00,Albany,NY,-3,-3,0,-3,9.94192,32,79,0.0,1011,-1,10,170,5.59233
2019-01-04 09:00:00,Albany,NY,-4,-2,2,-2,9.94192,7,67,0.0,1014,1,10,163,6.83507
2019-01-04 12:00:00,Albany,NY,-3,2,5,2,7.45644,7,58,0.0,1013,4,10,170,6.2137
2019-01-04 15:00:00,Albany,NY,-2,3,6,3,6.2137,5,62,0.0,1007,5,10,161,5.59233
2019-01-04 18:00:00,Albany,NY,-1,-1,2,-1,7.45644,4,73,0.0,1001,1,10,142,6.2137
2019-01-04 21:00:00,Albany,NY,-1,-4,-2,-4,7.45644,3,72,0.0,1010,-4,10,139,4.34959
2019-01-05 00:00:00,Albany,NY,-1,-5,-3,-5,8.07781,3,77,0.0,1009,-5,10,141,3.10685
2019-01-05 03:00:00,Albany,NY,-1,0,2,0,5.59233,23,81,0.0,1007,1,10,141,3.10685
2019-01-05 06:00:00,Albany,NY,-1,0,2,0,3.72822,70,85,0.1,1006,1,8,109,3.72822
2019-01-05 09:00:00,Albany,NY,-2,0,2,0,3.72822,73,78,0.3,1006,2,7,158,6.83507
2019-01-05 12:00:00,Albany,NY,-2,0,3,0,6.2137,70,72,0.2,1005,3,7,340,8.07781
2019-01-05 15:00:00,Albany,NY,-1,1,4,1,6.83507,85,76,0.9,1005,3,4,321,4.97096
2019-01-05 18:00:00,Albany,NY,-3,0,3,0,8.07781,75,68,2.1,1010,2,9,310,6.2137
2019-01-05 21:00:00,Albany,NY,0,0,3,0,11.18466,64,84,1.4,1004,2,9,307,4.97096
2019-01-06 00:00:00,Albany,NY,-1,-1,2,-1,13.67014,59,81,0.0,1006,1,10,289,7.45644
2019-01-06 03:00:00,Albany,NY,-1,0,2,0,8.69918,81,81,0.0,1007,1,10,267,4.97096
2019-01-06 06:00:00,Albany,NY,-1,0,2,0,6.2137,94,81,0.1,1009,2,7,250,4.97096
2019-01-06 09:00:00,Albany,NY,-1,-1,3,-1,13.67014,80,74,0.2,1015,2,3,284,9.32055
2019-01-06 12:00:00,Albany,NY,-3,-1,3,-1,16.15562,84,64,0.1,1018,3,5,310,9.32055
2019-01-06 15:00:00,Albany,NY,-2,0,4,0,16.77699,89,63,0.2,1019,3,6,315,8.69918
2019-01-06 18:00:00,Albany,NY,-6,0,3,0,18.6411,71,59,0.1,1021,2,8,322,9.32055
2019-01-06 21:00:00,Albany,NY,-12,-1,2,-1,21.12658,51,48,0.1,1024,-1,10,328,14.29151
2019-01-07 00:00:00,Albany,NY,-11,-5,-1,-5,19.88384,0,53,0.0,1025,-4,10,330,11.80603
2019-01-07 03:00:00,Albany,NY,-9,-7,-3,-7,16.15562,4,61,0.0,1025,-4,10,332,6.2137
2019-01-07 06:00:00,Albany,NY,-12,-10,-5,-10,11.80603,39,56,0.0,1028,-6,10,337,5.59233
2019-01-07 09:00:00,Albany,NY,-16,-11,-6,-11,8.07781,65,47,0.0,1030,-7,10,341,6.2137
2019-01-07 12:00:00,Albany,NY,-13,-7,-2,-7,4.97096,30,44,0.0,1028,-3,10,230,6.83507
2019-01-07 15:00:00,Albany,NY,-14,-4,-1,-4,4.97096,68,38,0.0,1026,-2,10,25,6.2137
2019-01-07 18:00:00,Albany,NY,-14,-5,-1,-5,4.97096,64,38,0.0,1024,-2,10,92,5.59233
2019-01-07 21:00:00,Albany,NY,-13,-5,-1,-5,10.56329,72,41,0.0,1025,-2,10,152,8.07781
2019-01-08 00:00:00,Albany,NY,-13,-6,-1,-6,18.6411,84,38,0.0,1023,-2,8,154,13.67014
2019-01-08 03:00:00,Albany,NY,-10,-6,0,-6,22.36932,100,51,1.0,1021,-1,4,159,14.29151
2019-01-08 06:00:00,Albany,NY,-4,-5,1,-5,20.50521,99,72,3.0,1018,0,4,166,13.04877
2019-01-08 09:00:00,Albany,NY,-1,-3,2,-3,17.39836,97,78,2.4,1015,1,5,166,10.56329
2019-01-08 12:00:00,Albany,NY,-1,-1,2,-1,12.4274,75,81,0.2,1012,2,5,166,8.07781
2019-01-08 15:00:00,Albany,NY,1,1,4,1,11.80603,36,81,0.0,1010,3,10,150,7.45644
2019-01-08 18:00:00,Albany,NY,-1,-3,0,-3,11.18466,66,83,2.5,1006,-1,8,134,6.83507
2019-01-08 21:00:00,Albany,NY,2,-6,-4,-6,10.56329,82,84,5.3,1003,-6,4,140,8.07781
2019-01-09 00:00:00,Albany,NY,2,-6,-4,-6,11.18466,84,85,1.7,999,-5,4,156,6.83507
2019-01-09 03:00:00,Albany,NY,2,2,4,2,9.32055,100,87,3.9,999,3,7,177,5.59233
2019-01-09 06:00:00,Albany,NY,0,-1,2,-1,11.80603,100,88,5.3,1004,1,6,236,4.34959
2019-01-09 09:00:00,Albany,NY,-1,-3,1,-3,20.50521,92,84,5.6,1005,0,6,284,6.2137
2019-01-09 12:00:00,Albany,NY,-3,-5,0,-5,19.88384,85,76,2.0,1007,-1,6,285,9.94192
2019-01-09 15:00:00,Albany,NY,-3,-3,1,-3,19.88384,82,75,1.5,1010,0,3,287,10.56329
